-4.590454977005720139e-03,2.748277331407197530e-02,-7.036275811487523457e-01
-9.096623398363590240e-04,2.748277331407197530e-02,-7.016286054840187303e-01
2.758088987320661545e-03,2.748277331407197530e-02,-7.016286054840187303e-01
6.425840314477682114e-03,2.748277331407197530e-02,-7.016286054840187303e-01
-1.194685697555541992e-02,2.748277331407197530e-02,-7.036917746197400847e-01
-8.280401118099689484e-03,2.748277331407197530e-02,-7.046913238463811124e-01
-4.590454977005720139e-03,2.748277331407197530e-02,-7.036917746197400847e-01
-9.109581005759537220e-04,2.748277331407197530e-02,-7.026921658137861293e-01
2.762017771601676941e-03,2.748277331407197530e-02,-7.026921658137861293e-01
6.434993818402290344e-03,2.748277331407197530e-02,-7.026921658137861293e-01
1.010796986520290375e-02,2.748277331407197530e-02,-7.026921658137861293e-01
-1.196382660418748856e-02,2.748277331407197530e-02,-7.047556084850458147e-01
-8.280401118099689484e-03,2.748277331407197530e-02,-7.047556084850458147e-01
-4.596975166350603104e-03,2.748277331407197530e-02,-7.047556084850458147e-01
-9.122539777308702469e-04,2.748277331407197530e-02,-7.037559680744739365e-01
2.765947021543979645e-03,2.748277331407197530e-02,-7.037559680744739365e-01
6.444147787988185883e-03,2.748277331407197530e-02,-7.037559680744739365e-01
1.012234855443239212e-02,2.748277331407197530e-02,-7.037559680744739365e-01
1.382015179842710495e-02,2.748277331407197530e-02,-7.047556084850458147e-01
-1.201473549008369446e-02,2.748277331407197530e-02,-7.078190879153449799e-01
-8.292146027088165283e-03,2.748277331407197530e-02,-7.058196247182130234e-01
-4.596975166350603104e-03,2.748277331407197530e-02,-7.048198931237104059e-01
-9.135497966781258583e-04,2.748277331407197530e-02,-7.048198931237104059e-01
2.769875805824995041e-03,2.748277331407197530e-02,-7.048198931237104059e-01
6.453301291912794113e-03,2.748277331407197530e-02,-7.048198931237104059e-01
1.015110500156879425e-02,2.748277331407197530e-02,-7.058196247182130234e-01
1.383975520730018616e-02,2.748277331407197530e-02,-7.058196247182130234e-01
-1.582480967044830322e-02,2.748277331407197530e-02,-7.128828791921493213e-01
-1.206564623862504959e-02,2.748277331407197530e-02,-7.108831740376843067e-01
-8.327381685376167297e-03,2.748277331407197530e-02,-7.088835284777701418e-01
-4.603495821356773376e-03,2.748277331407197530e-02,-7.058840005438560272e-01
-9.135497966781258583e-04,2.748277331407197530e-02,-7.048841777638988892e-01
2.773804590106010437e-03,2.748277331407197530e-02,-7.058840005438560272e-01
6.462454795837402344e-03,2.748277331407197530e-02,-7.058840005438560272e-01
1.015110500156879425e-02,2.748277331407197530e-02,-7.058840005438560272e-01
1.383975520730018616e-02,2.748277331407197530e-02,-7.058840005438560272e-01
-1.963229104876518250e-02,2.748277331407197530e-02,-7.159476351944312755e-01
-1.586919836699962616e-02,2.748277331407197530e-02,-7.149477212320672903e-01
-1.209958642721176147e-02,2.748277331407197530e-02,-7.129478933073392088e-01
-8.350872434675693512e-03,2.748277331407197530e-02,-7.109480057789174801e-01
-4.623057786375284195e-03,2.748277331407197530e-02,-7.089481778541895096e-01
-9.161413763649761677e-04,2.748277331407197530e-02,-7.069482903298313081e-01
2.777733607217669487e-03,2.748277331407197530e-02,-7.069482903298313081e-01
6.471608299762010574e-03,2.748277331407197530e-02,-7.069482903298313081e-01
1.016548369079828262e-02,2.748277331407197530e-02,-7.069482903298313081e-01
1.387896016240119934e-02,2.748277331407197530e-02,-7.079482042921952933e-01
-1.965970918536186218e-02,2.748277331407197530e-02,-7.170129280026288354e-01
-1.589139178395271301e-02,2.748277331407197530e-02,-7.160129228563341108e-01
-1.213352568447589874e-02,2.748277331407197530e-02,-7.150129177100392752e-01
-8.386108092963695526e-03,2.748277331407197530e-02,-7.140129125637445506e-01
-4.636098630726337433e-03,2.748277331407197530e-02,-7.110128375211666185e-01
-9.200288332067430019e-04,2.748277331407197530e-02,-7.100128323748718939e-01
2.781662391498684883e-03,2.748277331407197530e-02,-7.080127624785886864e-01
6.480761803686618805e-03,2.748277331407197530e-02,-7.080127624785886864e-01
1.017986144870519638e-02,2.748277331407197530e-02,-7.080127624785886864e-01
1.387896016240119934e-02,2.748277331407197530e-02,-7.080127624785886864e-01
-1.968713104724884033e-02,-2.077030606952054437e-02,-7.180784627905084649e-01
-1.593578234314918518e-02,-2.077030606952054437e-02,-7.180784627905084649e-01
-1.216746587306261063e-02,-2.077030606952054437e-02,-7.170783068484624101e-01
-8.397853001952171326e-03,-2.077030606952054437e-02,-7.150781141880113712e-01
-4.655660130083560944e-03,-2.077030606952054437e-02,-7.140780178577859072e-01
-9.200288332067430019e-04,-2.077030606952054437e-02,-7.100775729413171256e-01
2.785591408610343933e-03,-2.077030606952054437e-02,-7.090774766110916616e-01
6.462454795837402344e-03,-2.077030606952054437e-02,-7.060771280085945678e-01
1.013672724366188049e-02,-2.077030606952054437e-02,-7.050770316946228800e-01
1.378094498068094254e-02,-2.077030606952054437e-02,-7.030767794223513611e-01
-3.055332973599433899e-02,-2.077030606952054437e-02,-7.091421259854792103e-01
